Sector,TSC Category,TSC Title,TSC Description,Emerging TSC,TSC Key ID
Healthcare,Department Management,Billing Procedure,Perform and manage billing procedures and finance-related activities,No,1387
Healthcare,Department Management,Department Financial Management,"Manage organisation's short and long-term financial needs",No,1388
Healthcare,Department Management,Frontline Services Management,"Manage patient reception for medical appointment scheduling, registration, and/or patients' admission and discharge procedures",No,1389
Healthcare,Department Management,Inventory Control and Equipment Maintenance in Rehabilitation Care,Perform inventory control and maintain equipment for the therapy department,No,1390
Healthcare,Department Management,Inventory Management in Rehabilitation Therapy,Manage inventory control of the department,No,1391
Healthcare,Department Management,Inventory Procurement for Pharmacy Support,"Support, plan, execute and review the procurement of drugs",No,1392
Healthcare,Department Management,Performance Management,"Implement, develop and review department performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps",No,1393
Healthcare,Department Management,Pharmaceutical Equipment Maintenance,Manage pharmacy equipment including the maintenance and procurement of equipment,No,1394
Healthcare,Department Management,Pharmacy Information Technology Management,Maintain and enhance pharmacy information technology systems and workflows to ensure optimum performance,Yes,1395
Healthcare,Drug Compounding and Management,Automated Distribution Management,"Maintain, oversee and review automated processes and systems within a department",Yes,1396
Healthcare,Drug Compounding and Management,Clinical Investigational Drug Management,"Manage preparation, receipt, dispatch and storage of Clinical Investigational Drug (CID)",No,1397
Healthcare,Drug Compounding and Management,Drug Distribution and Inventory Management,Manage the inventory and the distribution of pharmaceutical products to ensure the quality and integrity of product supply,No,1398
Healthcare,Drug Compounding and Management,Medication Dispensing,Process prescriptions and medication orders and dispense medication accurately. Resolve medication incidents including dispensing errors and near misses,No,1399
Healthcare,Drug Compounding and Management,Medication Safety,Comply and promote medication safety practices and manage medication errors,No,1400
Healthcare,Drug Compounding and Management,Non-sterile Compounding,Prepare and perform small scale compounding of extemporaneous pharmaceutical products,No,1401
Healthcare,Drug Compounding and Management,Sterile Manufacturing of Pharmaceutical Products,"Process orders and prescriptions, assist in compounding of sterile products and review quality of finished products",No,1402
Healthcare,Education for Healthcare Professions,Curriculum Design,Plan and design curricula that fulfil desired outcomes to build workforce capability,No,1403
Healthcare,Education for Healthcare Professions,Learner Assessments,"Evaluate learners' knowledge to develop self-regulated learners",No,1404
Healthcare,Education for Healthcare Professions,Learning Needs Analysis,"Identify the learning needs of the learners' workplace, department or division in accordance to the Learning Needs Analysis Framework",No,1405
Healthcare,Education for Healthcare Professions,Programme Delivery,"Deliver learning experiences according to the profile and learning needs of the students, staff or professionals, including the provision of mentorship or coaching.",No,1406
Healthcare,Education for Healthcare Professions,Programme Design,"Plan, design and develop learning experiences that fulfill required skills and competency outcomes",No,1407
Healthcare,Education for Healthcare Professions,Programme Evaluation,"Evaluate the effectiveness and efficiency of programmes, and contribute to continuous programme improvement",No,1408
Healthcare,Education for Healthcare Professions,Staff Training Facilitation,"Identify training needs and coordinate staff training according to customised training roadmaps to improve employees' skills and capabilities",No,1409
Healthcare,Education for Healthcare Professions,Staff Training Management,"Identify training, coordinate or manage staff training according to customised training roadmaps to improve employees' skills and capabilities",No,1410
Healthcare,Enterprise Risk Management,Business Continuity Planning,Develop and implement business continuity plans for organisational preparedness of disruptive events,No,1411
Healthcare,Enterprise Risk Management,Clinical Governance,Establish clinical frameworks for professional practice to ensure alignment with regulatory frameworks and organisational objectives,No,1412
Healthcare,Enterprise Risk Management,Emergency Response and Crisis Management,"Support, implement and develop emergency response and crisis management plans and policies",No,1413
Healthcare,Enterprise Risk Management,Risk Management,"Oversee the implementation of policies, frameworks and procedures in the department and oversee compliance to them in order to ensure the integrity of operations and manage risk",No,1414
Healthcare,Enterprise Risk Management,Workplace Violence,"Anticipate, respond to and report physical, verbal and emotional abuse in the workplace",No,1415
Healthcare,Ethics and Professionalism,Individual and Cultural Diversity,"Demonstrate awareness and sensitivity in working professionally with diverse individuals, groups and communities who represent various cultural and personal backgrounds and characteristics",No,1416
Healthcare,Ethics and Professionalism,"Professional, Legal and Ethical Healthcare Practice",Apply legal and ethical principles and professional code of conduct to uphold the integrity and reputation of the organisation and the profession,No,1417
Healthcare,Ethics and Professionalism,Reflective Practice,Conduct regular self-assessment of own competence in order to continuously develop as a professional,No,1418
Healthcare,Evidence Based Practice,Analysis of Research Data,"Analyse research data, interpret results generated and link them to the research question or related findings in scientific literature",No,1419
Healthcare,Evidence Based Practice,Data Analytics,"Implement data analytics within the organisation to generate business insights and intelligence through the use of statistical and computational techniques and tools, algorithms, predictive data modelling and data visualisation",Yes,1420
Healthcare,Evidence Based Practice,Data Collection and Management,Employ sound research methodologies to collect and manage data,No,1421
Healthcare,Evidence Based Practice,Data and Statistical Analytics,Interpret and analyse data using statistical techniques to uncover trends and patterns to locate and define new process improvement opportunities,No,1422
Healthcare,Evidence Based Practice,Nursing Research and Statistics,Collect and analyse research data and appraise published research to derive new insights and support decision-making,No,1423
Healthcare,Evidence Based Practice,Research Proposal Development,"Develop research questions, proposals and study protocols",No,1424
Healthcare,Evidence Based Practice,Research Translation,Translate research findings into practice,No,1425
Healthcare,Evidence Based Practice,Scientific Writing and Communication,Develop written and other communications according to established standards in the scientific community to communicate research findings accurately and efficiently to the intended audience,No,1426
Healthcare,General Management,Change Management,Initiate and facilitate organisational changes and business transformation initiatives,No,1427
Healthcare,General Management,Project Management,"Execute projects by managing stakeholder engagement, resources, budgets and resolving problems",No,1428
Healthcare,General Management,Strategy Development,"Analyse and interpret the environment and develop department and organisation strategies and policies, in consultation with relevant stakeholders",No,1429
Healthcare,General Management,Strategy Execution,Develop and implement plans to achieve organisational and departmental strategies and goals,No,1430
Healthcare,General Management,Strategy Management,Develop and implement plans to achieve organisational and departmental strategies,No,1431
Healthcare,General Management,Vendor Management,"Manage vendor relationships by ensuring performance is as per contracts and operations within standards established by the organisation such as adherence to safety, security, and compliance standards",No,1432
Healthcare,Patient Care,Ambulatory Care Service Support,Provide support to team in the provision of ambulatory care services in pharmacist-led services,No,1433
Healthcare,Patient Care,Assistive Devices Prescription in Occupational Therapy,"Prescribe the appropriate therapeutic aids, devices, and equipment as required by clients",No,1434
Healthcare,Patient Care,Care Transition in Nursing,Provide continuity of care to patients across different settings to ensure smooth transition within teams and across settings,Yes,1435
Healthcare,Patient Care,Case History Taking in Physiotherapy,"Establish patients' case history",No,1436
Healthcare,Patient Care,Client Assessment for Occupational Therapy,"Select, apply and interpret assessment methods and tools appropriate to individuals and/or groups",No,1437
Healthcare,Patient Care,Client Assessment for Physiotherapy,Select and apply assessment methods and tools appropriate for clients and interpret findings,No,1438
Healthcare,Patient Care,Client Assessment for Speech Therapy,Select and apply assessment methods and tools appropriate for clients and interpret findings,No,1439
Healthcare,Patient Care,Client Assessment in Therapy Support,Provide support to therapists in performing client assessments,No,1440
Healthcare,Patient Care,Clinical Support for Patient Service Associates,Assist with clinical duties or perform simple clinical procedures during consultation as instructed by registered practitioners and according to organisational guidelines and procedures,No,1441
Healthcare,Patient Care,Development on Intervention Plan for Physiotherapy,Develop targeted intervention plans according to client conditions and needs,Yes,1442
Healthcare,Patient Care,Effective Client Communication,Demonstrate effective communicative skills when communicating with clients and caregivers,No,1443
Healthcare,Patient Care,Effective Communication in Nursing,"Demonstrate efficient communication to promote patients' physical and mental well-being to achieve health-related goals",No,1444
Healthcare,Patient Care,Emergency Care Management in Nursing,Manage patients requiring emergency care,No,1445
Healthcare,Patient Care,Environmental Assessment and Modification for Occupational Therapy,"Provide recommendations on environmental modifications to remove environmental barriers and support clients' participation in their homes, schools and/or workplaces",No,1446
Healthcare,Patient Care,Environmental Assessment and Modification for Physiotherapy,"Assess and recommend appropriate environmental modifications based on client needs in their homes, schools and/or workplaces",No,1447
Healthcare,Patient Care,Goal Setting in Rehabilitation Therapy,Set appropriate treatment goals,No,1448
Healthcare,Patient Care,Group Therapy Planning and Implementation,Plan and provide group therapy interventions,Yes,1449
Healthcare,Patient Care,Intervention Implementation in Therapy Support,Provide support to therapists in performing interventions,Yes,1450
Healthcare,Patient Care,Intervention Planning in Occupational Therapy,Develop targeted intervention plans according to client conditions and clinical practice guidelines,Yes,1451
Healthcare,Patient Care,Intervention Planning in Speech Therapy,Plan interventions with appropriate treatment goals for clients,Yes,1452
Healthcare,Patient Care,Medication Management in Nursing,Perform safe handling and administration of medication,No,1453
Healthcare,Patient Care,Medication Reconciliation in Pharmacy Support,Create the most accurate list possible of all medications consumed by a patient to ensure accurate and complete medication information transfer during transitions of care,No,1454
Healthcare,Patient Care,Mobility and Ambulation Assistance in Nursing,Provide mobility and ambulation assistance to patients,No,1455
Healthcare,Patient Care,Nursing Care for the Deceased,Provide care to deceased patient and support for the bereaved family,No,1456
Healthcare,Patient Care,Nutrition and Fluids Management in Nursing,Support patients in maintaining optimal nutrients and fluids to meet the body requirements,No,1457
Healthcare,Patient Care,Patient Care Delivery in Nursing,"Provide comprehensive, evidence-based nursing care according to plan of care to achieve optimal patient outcomes",No,1458
Healthcare,Patient Care,Pharmacy-only (P) Medication Sales,Assist pharmacist in the sales of Pharmacy-only (P) medications,No,1459
Healthcare,Patient Care,Respiratory Care in Nursing,Care of patients with respiratory disorders,No,1460
Healthcare,Patient Care,Therapeutic Equipment Prescription in Physiotherapy,"Prescribe the appropriate therapeutic aids, devices, and equipment as required by clients",No,1461
Healthcare,Patient Care,Therapeutic Equipment Prescription in Speech Therapy,"Prescribe the appropriate therapeutic aids, devices, and equipment as required by clients",No,1462
Healthcare,Patient Care,Therapy Discharge Planning,"Assess clients' readiness for discharge, and identify appropriate follow-up on the care to be provided to patients and/or clients",Yes,1463
Healthcare,Patient Care,Therapy Intervention Evaluation,"Evaluate the effectiveness of therapy interventions through the monitoring of progress and outcomes of client recovery, values and goals as well as clinical indicators",No,1464
Healthcare,Patient Care,Therapy Intervention Implementation,"Provide the appropriate interventions based on clients' needs and conditions",No,1465
Healthcare,Patient Care,Wound Management in Nursing,Provide wound care management in patient care delivery,No,1466
Healthcare,Patient and/or Client Education and Health Promotion,Client Education in Rehabilitation Therapy,Communicate with clients and caregivers to deliver and facilitate the continuity of care,No,1467
Healthcare,Patient and/or Client Education and Health Promotion,Client Education in Therapy Support,Provide support to therapists in delivering and facilitating continuity of care with clients and caregivers,No,1468
Healthcare,Patient and/or Client Education and Health Promotion,Health Education Programme Development and Implementation,"Plan, conduct and evaluate health education programmes to promote health and prevent illnesses",No,1469
Healthcare,Patient and/or Client Education and Health Promotion,Health Promotion,Raise awareness to maintain and optimise health and well-being of clients,Yes,1470
Healthcare,Patient and/or Client Education and Health Promotion,Patient Education and Engagement,Provide patients with the necessary information pre- and post-consultations with doctors and promote awareness on health and wellness,Yes,1471
Healthcare,Patient and/or Client Education and Health Promotion,Patient Education on Use of Prescribed Drugs,"Provide patient counselling and patient education in accordance with institutions' protocols",No,1472
Healthcare,Patient and/or Client Education and Health Promotion,Patient Empowerment on Self-care,Empower patients and family members in self-care management through health coaching,Yes,1473
Healthcare,People Development,Clinical Teaching and Supervision,Provide clinical teaching and supervision to develop capabilities and competencies of students and professionals,No,1474
Healthcare,People Development,Learning and Development,"Manage employees' learning and development activities to maximise employees' potential and capabilities to contribute to the organisation",No,1475
Healthcare,People Development,People Management,"Manage the recruitment, performance and development of staff",No,1476
Healthcare,People Development,Performance Management for Nursing,Manage performance and development of nursing staff,No,1477
Healthcare,People Development,Workforce Planning,Develop and implement manpower plans to support strategic and operational needs,No,1478
Healthcare,Quality and Patient Safety,Audit Management,Ensure the quality of services adheres to standards and develop initiatives to enhance quality,No,1479
Healthcare,Quality and Patient Safety,Clinical Incident Management in Rehabilitation Therapy,Manage clinical incidents and severe adverse events,No,1480
Healthcare,Quality and Patient Safety,Clinical Records Documentation and Management in Rehabilitation Therapy,Appropriate documenting and managing of client information to support clinical services,No,1481
Healthcare,Quality and Patient Safety,Clinical Services Development,Drive and maintain clinical excellence through development of services,Yes,1482
Healthcare,Quality and Patient Safety,Continuous Improvement Management,"Apply continuous improvement processes to optimise operating cost, task efficiency and effectiveness in production, services and processes",Yes,1483
Healthcare,Quality and Patient Safety,Document Management for Pharmacy Support,Establish and implement documentation policies to facilitate referencing of information and comply with regulatory requirements,No,1484
Healthcare,Quality and Patient Safety,Excellence in Service,Create strategies to foster positive customer and/or patient experiences and deliver service excellence throughout the engagement lifecycle,Yes,1485
Healthcare,Quality and Patient Safety,Infection Control,Prevent the spread of infectious agents through compliance to good infection control practices and regular audits,No,1486
Healthcare,Quality and Patient Safety,Infection Prevention and Control in Nursing Practice,Prevent the spread of infectious agents through infection control practices and regular audits to ensure preventive measures are in place,No,1487
Healthcare,Quality and Patient Safety,Nursing Productivity and Innovation,Adopt technology and innovative practices to drive quality and productivity,Yes,1488
Healthcare,Quality and Patient Safety,Quality Improvement and Safe Practices,"Drive continuous improvement, risk management and implementation of safety design principles to achieve quality and patient safety outcomes",No,1489
Healthcare,Quality and Patient Safety,Service Quality Management,"Manage, develop and review the quality with which services are provided to clients",Yes,1490
Healthcare,Quality and Patient Safety,Workplace Safety and Health,Establish a workplace safety and health system as well as maintain and comply with Workplace Safety and Health (WSH) policies and procedures,No,1491
Healthcare,Stakeholder Engagement and Partnerships,Client Advocacy,Advocate for rights of client groups and services,No,1492
Healthcare,Stakeholder Engagement and Partnerships,Conflict Management,"Build consensus, maintain the best interests of the organisation and utilise knowledge of conflict management techniques to diffuse tensions and achieve resolutions effectively",No,1493
Healthcare,Stakeholder Engagement and Partnerships,Inter-professional Collaboration,Apply an integrated approach to coordinate and deliver inter-professional interventions to clients,No,1494
Healthcare,Stakeholder Engagement and Partnerships,Management of Stakeholders,Plan and implement strategies to build and manage constructive and positive relationships with stakeholders,No,1495
Healthcare,Stakeholder Engagement and Partnerships,Professional Consultation,"Provide guidance or professional assistance in response to requests from the clients, other professionals, external organisations and the general public",No,1496
Hotel and Accommodation Services,Business Development,Business Opportunities Development,"Capitalise on local and international business opportunities to create value to customers continuously and evaluate, identify and analyse business opportunities that are commercially viable",No,1497
Hotel and Accommodation Services,Business Development,Business Presentation Delivery,"Perform required tasks to prepare and present information in various business settings involving preparation, understanding of audience, delivery and tailoring of messages to be conveyed",No,1498
Hotel and Accommodation Services,Business Development,Business Relationship Building,Formulate business partnership strategies and establish relevant networks of strategic partners that provide value to the organisation,No,1499
Hotel and Accommodation Services,Business Development,Hotel Asset Valuation and Acquisition,Adopt hotel valuation approaches and business acquisition models for business growth opportunities,No,1500
Hotel and Accommodation Services,Business Development,Proposal Writing,"Research, strategise and draft business proposals to respond to business opportunities",No,1501
Hotel and Accommodation Services,Business Management,Budgeting,"Prepare organisational budgets to support short- and long-term business plans through forecasting, allocation and financial policy setting",No,1502
Hotel and Accommodation Services,Business Management,Business Planning,"Translate organisational vision, mission and values into business operational plans as well as to review outcomes for continuous improvements",No,1503
Hotel and Accommodation Services,Business Management,Change Management,"Manage organisational change management systems to drive organisation success and outcomes by preparing, equipping and supporting adoption of change",Yes,1504
Hotel and Accommodation Services,Business Management,Property Operations Management,Manage property operations and evaluate operational results to ensure operational efficiency and high service standards to enhance guest experience,No,1505
Hotel and Accommodation Services,Business Management,Resource Management,Plan and manage resources to ensure optimisation of resources and sustainability of business operations,No,1506
Hotel and Accommodation Services,Business Management,Vendor Management,"Manage vendor relationships by ensuring performance as per contracts, operations within standards established by the organisation such as adherence to safety, security, and compliance standards",No,1507
Hotel and Accommodation Services,Customer Experience,Customer Challenges Management,"Manage guests' and/or customers' concerns and feedback and provide assistance to meet their needs",No,1508
Hotel and Accommodation Services,Customer Experience,Customer Experience Management,"Manage organisational service performance through service performance audits, service improvement plans and the establishment of a desired customer experience framework to enhance customer and/or guest experience",Yes,1509
Hotel and Accommodation Services,Infocomm Technology and Data,Hospitality Data Collection and Analysis,Collect and analyse hospitality data to provide business insights and drive business decisions ,Yes,1510
Hotel and Accommodation Services,Customer Experience,Customer Feedback and Relationship Management,Manage guests’ and/or customers’ feedback and data to improve service delivery and to develop customer relationships programmes and initiatives to foster long-term relationships and drive sales growth,No,1511
Hotel and Accommodation Services,Customer Experience,Service Brand,"Develop strategies to enhance the organisation's service brand and value proposition",No,1512
Hotel and Accommodation Services,Customer Experience,Service Challenges,Develop a framework to manage and mitigate service challenges and feedback from customers,No,1513
Hotel and Accommodation Services,Customer Experience,Service Excellence,Develop a service framework to manage and address service challenges as well as collaborate with relevant partners to deliver service excellence,No,1514
Hotel and Accommodation Services,Customer Experience,Service Information and Results,"Acquire and analyse data and information to enhance the organisation's service performance",No,1515
Hotel and Accommodation Services,Customer Experience,Service Innovation,Drive and implement a service innovation culture in organisations,Yes,1516
Hotel and Accommodation Services,Customer Experience,Service Innovation Culture,"Establish service innovation strategies and develop operating systems, policies and processes to support service excellence and innovation",Yes,1517
Hotel and Accommodation Services,Customer Experience,Service Leadership,"Champion and role model the organisation's service vision, mission and values",No,1518
Hotel and Accommodation Services,Customer Experience,Service Planning and Implementation,Develop and implement strategies and plans for the service operations,No,1519
Hotel and Accommodation Services,Executive Leadership,Business Ethics and Values Management,Identify impacts of organisational values on corporate performance and formulate strategies and programmes to advocate organisational values and ethical code of conduct,No,1520
Hotel and Accommodation Services,Executive Leadership,Effective Board Member,"Manage relationships with board members and participate in policy development initiatives to maximise shareholders' value",No,1521
Hotel and Accommodation Services,Executive Leadership,Organisation Representative,"Represent the organisation positively, communicate key messages in various forums and events and adapt communication styles to suit audience expectations",No,1522
Hotel and Accommodation Services,Executive Leadership,Organisation and Board Relationship,"Collaborate with board members within the requirements of corporate governance, manage relationships with the board and provide strategic leadership",No,1523
Hotel and Accommodation Services,Executive Leadership,"Organisational Vision, Mission and Values Formulation","Formulate and refine organisational vision, mission and values through assessing internal capabilities, external environment and industry landscape",No,1524
Hotel and Accommodation Services,Executive Leadership,Vision Leadership,"Articulate clear, inspiring organisational goals, plans and priorities, as well as, display behavioural characteristics within the workplace in accordance to organisational values",No,1525
Hotel and Accommodation Services,Front Office Operations and Services,Bell Service Delivery,"Greet and provide assistance to arriving and departing guests, including luggage handling and delivery of items to rooms",No,1526
Hotel and Accommodation Services,Front Office Operations and Services,Butler Service Delivery,Provide luxury and personalised butler services to guests to enhance their stay at the property,No,1527
Hotel and Accommodation Services,Front Office Operations and Services,Club Floor Operations Management,Manage daily operations of the club floor and lounge to meet the needs of club guests,No,1528
Hotel and Accommodation Services,Front Office Operations and Services,Concierge and Uniformed Service Delivery,"Provide concierge and uniformed services to guests and/or customers to fulfil their requests for information and assistance, and enhance their stay at the property ",No,1529
Hotel and Accommodation Services,Front Office Operations and Services,Front Office Operations Management,"Provide reception and front desk services to guests, including guest registration and room check-in and check-out processes",No,1530
Hotel and Accommodation Services,Front Office Operations and Services,One-Stop Service Delivery,Provide guests with one-stop services to offer information and assistance as requested during their stay at the property,No,1531
Hotel and Accommodation Services,Front Office Operations and Services,Switchboard Operations Management,"Manage incoming calls to provide information and assistance, and provide telephone-related services to guests",No,1532
Hotel and Accommodation Services,Front Office Operations and Services,Tourism Promotion,Provide tourist information to guests and/or customers to address their queries and enhance their stay and experience in Singapore,No,1533
Hotel and Accommodation Services,General Management,Business Negotiation,Conduct negotiations to establish win-win outcomes for the organisation,No,1534
Hotel and Accommodation Services,General Management,Dispute Resolution,Manage disputes by implementing appropriate resolution approaches to find solutions to disagreements,No,1535
Hotel and Accommodation Services,General Management,Report Writing,Write reports using terminology appropriate to the reader as well as identify requirements for written reports,No,1536
Hotel and Accommodation Services,Housekeeping Operations,Asset and Inventory Management,Manage asset and inventory controls to improve resource optimisation and costs reduction for effective business operations,No,1537
Hotel and Accommodation Services,Housekeeping Operations,Laundry Operations Management,Manage the provision of laundry services to ensure timely delivery of processed laundry to external and internal customers,No,1538
Hotel and Accommodation Services,Housekeeping Operations,Linen and Uniform Room Operations Management,Manage linen and uniform room operations to ensure timely delivery of clean uniform and linen supplies to staff and relevant departments to meet daily operational requirements,No,1539
Hotel and Accommodation Services,Housekeeping Operations,Public Areas Housekeeping Operations Management,Manage cleaning operations to maintain the cleanliness and presentation of public and back-of-house areas to upkeep the brand image of the property,No,1540
Hotel and Accommodation Services,Housekeeping Operations,Room Housekeeping Operations Management,Manage housekeeping operations to maintain the cleanliness of guestrooms and/or serviced apartments for the comfort of guests,No,1541
Hotel and Accommodation Services,Infocomm Technology and Data,Data Analytics,"Implement data analytics within the organisation to generate business insights and intelligence through the use of statistical and computational techniques and tools, algorithms, predictive data modelling and data visualisation",Yes,1542
Hotel and Accommodation Services,Infocomm Technology and Data,Knowledge Management,"Develop and deploy systematic management of information within databases, documents, policies and procedures, as well as promote knowledge as a strategic organisational asset and key enabler of organisational learning",No,1543
Hotel and Accommodation Services,Infocomm Technology and Data,Technology Adoption and Innovation,Integrate technologies into organisational operations to optimise efficiency and effectiveness of work processes,Yes,1544
Hotel and Accommodation Services,Marketing Communications,Brand Management,"Co-create the organisation's projected brand and reputation with the customer, consider customer's perspectives and the organisation's desired image and priorities. This also includes the development and execution of branding campaigns, public relations and reputation management strategies to sustain or enhance the desired brand",No,1545
Hotel and Accommodation Services,Marketing Communications,Collateral Production,"Work with stakeholders to design, develop and print collaterals ",No,1546
Hotel and Accommodation Services,Marketing Communications,Digital Marketing,"Develop, execute and evaluate digital marketing strategies and campaigns to promote online presence and deliver value propositions through the use of various digital marketing channels and platforms",Yes,1547
Hotel and Accommodation Services,Marketing Communications,Events Planning and Management,"Develop, manage and execute event plans according to agreed timelines and budgetary requirements",No,1548
Hotel and Accommodation Services,Marketing Communications,Marketing Campaign Management,Develop evaluation strategies for marketing campaign effectiveness and analyse data to provide recommendations for improvements in future marketing campaigns,No,1549
Hotel and Accommodation Services,Marketing Communications,Marketing Communications Plan Development,"Formulate, develop and implement marketing communications plans and evaluate tools and vehicles appropriate to reflect effective execution of communications strategies",No,1550
Hotel and Accommodation Services,Marketing Communications,Media Strategy Development,"Develop, execute and evaluate media strategies and plans to assess impact of media advertising across channels in relation to target customers",No,1551
Hotel and Accommodation Services,Marketing Communications,Public Relations Management,Develop public relations strategies and manage public relations communications and activities to achieve organisational public relations objectives,No,1552
Hotel and Accommodation Services,Marketing Communications,Social Media Marketing,"Formulate, execute and evaluate social media strategic plans to establish positive relationships with industry and social media colleagues and proactively seek and evaluate innovative marketing opportunities",Yes,1553
Hotel and Accommodation Services,Marketing Communications,Website Design,"Determine and review purposes, expectations and functionalities of websites, as well as analyse the user-interface design requirements",No,1554
Hotel and Accommodation Services,People Management,Organisational Relationship Building,"Influence and facilitate positive working relationships, promote workplace diversity and cultivate a culture of open communication within the organisation",No,1555
Hotel and Accommodation Services,People Management,People Development,"Build a healthy pipeline of talent pool within the organisation, review talent capabilities, identify skill needs and encourage personal learning and development",No,1556
Hotel and Accommodation Services,People Management,People and Performance Management,Establish and implement performance management and remuneration strategies in the organisation to drive business results,No,1557
Hotel and Accommodation Services,People Management,People and Relationship Management,"Manage the organisation's manpower to drive service excellence",No,1558
Hotel and Accommodation Services,People Management,Service Coaching,"Coach staff to deliver service in accordance with organisation's service vision, mission and values",No,1559
Hotel and Accommodation Services,People Management,Staff Management,"Apply the organisation’s human resource policies, procedures and standards to effectively manage staff under the direct control of the position holder ranging from coordination to directing people and teams",No,1560
Hotel and Accommodation Services,People Management,Work-Life Harmony,Drive the practice of work-life initiatives to enhance employees’ quality of life and optimise business performance,No,1561
Hotel and Accommodation Services,Productivity and Innovation,Environmental Sustainability Management,"Integrate environmental sustainability through the development, implementation and review of sustainability strategies and programmes against industry best practices",Yes,1562
Hotel and Accommodation Services,Productivity and Innovation,Innovation Management,"Manage organisation's ability to respond to internal and external opportunities by using creativity to introduce new ideas, processes and products",Yes,1563
Hotel and Accommodation Services,Productivity and Innovation,Productivity Improvement,"Lead and drive work area process goals, job specifications and workplace requirements for productivity initiatives, as well as evaluate work area processes for problems and identify areas for improvement",Yes,1564
Hotel and Accommodation Services,Revenue and Distribution,Revenue Optimisation,"Analyse data for trends, yield and forecasts to manage pricing, inventory, demand and distribution channels strategically to maximise revenue growth",Yes,1565
Hotel and Accommodation Services,Revenue and Distribution,Room Distribution Channel Management,Manage room distribution channels to leverage on a chain of channel partners to sell property’s inventory globally to optimise sales and maximise revenue,Yes,1566
Hotel and Accommodation Services,Revenue and Distribution,Room Reservation Operations Management,Process guests’ requests for reservations to ensure availability of rooms and/or properties upon arrival ,No,1567
Hotel and Accommodation Services,Revenue and Distribution,Room Revenue Management,Predict guest and/or customer behaviour to optimise room inventory and price availability to maximise revenue growth,Yes,1568
Hotel and Accommodation Services,Risk and Compliance Management,Business Continuity Planning,Develop and implement business continuity plans for organisational preparedness of disruptive events,No,1569
Hotel and Accommodation Services,Risk and Compliance Management,Corporate Governance,"Develop and manage organisation's corporate governance framework, compliance policies and culture. This includes compliance to regulatory frameworks and global leading practices in similar organisations",No,1570
Hotel and Accommodation Services,Risk and Compliance Management,Enterprise Risk Management,Develop and implement risk management strategies to support business operations,No,1571
Hotel and Accommodation Services,Risk and Compliance Management,Legal Compliance Management,"Manage organisation's compliance with relevant legislative and regulatory requirements",No,1572
Hotel and Accommodation Services,Risk and Compliance Management,Loss and Risk Prevention Management,"Manage loss and risk policies and procedures to prevent loss and risk incidents in daily business operations to safeguard the property, safety and well-being of guests and/or customers",No,1573
Hotel and Accommodation Services,Sales and Marketing,Customer Acquisition Management,Develop customer acquisition strategies as well as foster customer relationships to attract new customers,No,1574
Hotel and Accommodation Services,Sales and Marketing,Customer Behaviour Analysis,Devise customer behaviour analysis tools and approaches and perform analysis on information pertaining to customer behaviours,No,1575
Hotel and Accommodation Services,Sales and Marketing,Hospitality Venue Inspection,Organise and conduct property site inspections to introduce facilities and features of property to clients for the purpose of closing sales,No,1576
Hotel and Accommodation Services,Sales and Marketing,Market Profiling,"Segment the markets, select the targeting strategies and tactics, profile the target segments and develop the positioning strategies as well as implementation activities",No,1577
Hotel and Accommodation Services,Sales and Marketing,Market Research,"Formulate market research frameworks, as well as develop market research study objectives, market research plans and methodologies to analyse market trends and developments to forecast emerging market needs",No,1578
Hotel and Accommodation Services,Sales and Marketing,Market Trend Analysis,"Devise the framework, manage and conduct the situational analysis process to uncover market trends and industry developments to identify new opportunities",No,1579
Hotel and Accommodation Services,Sales and Marketing,Marketing Strategy Development and Implementation,Develop sales and marketing strategies and operational plans and evaluate performance outcomes to identify improvements to enhance sales performance and achieve organisational strategic objectives ,No,1580
Hotel and Accommodation Services,Sales and Marketing,Sales Channel Management,"Develop and implement a strategy to manage the channels and channel partners through which products and/or services are sold. This also includes the assessment and selection of suitable channel partners, establishment and expansion of alliances with channel partners and maintenance of a committed network of distributors",No,1581
Hotel and Accommodation Services,Sales and Marketing,Sales Delivery,Manage sales delivery activities to achieve sales for the organisation through new and existing clientele,No,1582
Hotel and Accommodation Services,Sales and Marketing,Sales Trends and Opportunities Analysis,"Analyse sales trends and opportunities to manage inventory, evaluate sales strategies and pursue new sales leads to meet organisational sales and marketing objectives",No,1583
Hotel and Accommodation Services,Workplace Safety and Security Management,Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",No,1584
Hotel and Accommodation Services,Workplace Safety and Security Management,Threat Observation,Describe contemporary threats by discerning suspicious activities,No,1585
Hotel and Accommodation Services,Workplace Safety and Security Management,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of the Workplace Safety and Health (WSH) policy and work procedures in preventing incidents and safeguarding employees,No,1586
Human Resource,Employee Attraction,Digital Marketing and Communication,"Develop digital outreach plans and marketing collaterals to communicate and enhance the organisation's employer brand",No,1587
Human Resource,Employee Attraction,Employer Branding,"Develop employer brand proposition and strategies in alignment with the organisation's long-term strategic objectives and desired culture",Yes,1588
Human Resource,Employee Attraction,Industry Networking,"Establish broad external networks to enhance the organisation's value proposition and access to a community of professionals and potential candidates",No,1589
