TSC Code,Proficiency Level,Proficiency Description,Range of Application,TSC Key ID,TSC Application ID
FSE-DIT-4018-1.1,4,"Translate business requirements into programming and coding requirements, and design guidelines for the formulation of programmes and codes","Types of programming and coding languages may include, but are not limited to:
- Python
- Java
- JavaScript
- SQL
- C++
- C#
- Ruby
- Linux Shell
",1129,238
FSE-ACE-3019-1.1,3,Gather client data and develop investment profiles for acquisition and sales purposes ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1141,239
FSE-ACE-4019-1.1,4,Manage client acquisition strategies and propose products suitable to client financial needs,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1141,240
FSE-ACE-5019-1.1,5,"Establish guidelines for the organisation’s client identification, acquisition and investment suitability strategies","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1141,241
FSE-BIN-3137-1.1,3,Perform trades in accordance to assigned trade plans and strategies,"Types of products for trading may include but are not limited to:
- Equities
- Fixed Income
- Cash Equivalents
- Commodities
- Foreign Exchange
- Cryptocurrencies
- Alternative Investments
",1083,242
FSE-BIN-4137-1.1,4,"Structure trades based on synthesised assessment of financial instruments, markets and risk factors","Types of products for trading may include but are not limited to:
- Equities
- Fixed Income
- Cash Equivalents
- Commodities
- Foreign Exchange
- Cryptocurrencies
- Alternative Investments
",1083,243
FSE-BIN-5137-1.1,5,"Establish trading strategies taking into consideration the organisation’s, investor’s or individual’s portfolio positions and risk appetite ","Types of products for trading may include but are not limited to:
- Equities
- Fixed Income
- Cash Equivalents
- Commodities
- Foreign Exchange
- Cryptocurrencies
- Alternative Investments
",1083,244
FSE-SNM-3056-1.1,3,Evaluate and recommend market tools and/or structures in accordance with clients’ needs for implementation,"Types of Financial Services markets may include but are not limited to:
- Retail Banking
- Corporate Banking
- Private Banking
- Investment Banking
- Asset Management
- Insurance
",1174,245
FSE-SNM-4056-1.1,4,Analyse market and industry’s risks trends and developments and its implications on the business,"Types of Financial Services markets may include but are not limited to:
- Retail Banking
- Corporate Banking
- Private Banking
- Investment Banking
- Asset Management
- Insurance
",1174,246
FSE-SNM-5056-1.1,5,Establish policies based on market and industry trends to drive organisation’s objectives and client product and service offerings,"Types of Financial Services markets may include but are not limited to:
- Retail Banking
- Corporate Banking
- Private Banking
- Investment Banking
- Asset Management
- Insurance
",1174,247
FSE-SNM-3038-1.1-1,3,Analyse market environment and trends to identify and assess impact of internal and external factors on product and solutions pricing and the effectiveness of pricing policies against competitors,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1175,248
FSE-SNM-4038-1.1-1,4,"Recommend optimal pricing levels for different products, solutions and customer segments and adapt pricing plans based on analysis of both internal and external factors","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1175,249
FSE-SNM-5038-1.1-1,5,"Determine appropriate pricing strategies for different products, solutions and customer segments, and establish mechanisms to allow for pricing agility with changing needs","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1175,250
FSE-CEX-2005-1.1-1,2,Identify potential products that can address financial services sector requirements,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1176,251
FSE-CEX-3005-1.1-1,3,"Cross-sell, upsell and recommend complementary products, handle complex product enquiries and offer solutions   ","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1176,252
FSE-CEX-4005-1.1-1,4,"Lead the design of customised product solutions, demonstrating value in relation to the broader end-to-end solutions delivered","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1176,253
FSE-CEX-5005-1.1-1,5,Synthesise high-level trends in financial services sector and lead organisation-wide sales proposals ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1176,254
FSE-RND-4003-1.1-1,4,Interpret new product development requirements and plans to conduct new product design and development in line with identified business requirements and regulatory requirements,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1177,255
FSE-RND-5003-1.1-1,5,Establish new product development strategies and plans to manage new product design and development ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1177,256
FSE-RND-6003-1.1-1,6,"Formulate strategic directions for new product design and development to maintain the organisation's competitiveness ","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1177,257
FSE-SNA-3018-1.1-1,3,"Identify competitor,  consumer and technology trends impacting the  products, and manage the  product lifecycle and  performance","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1178,258
FSE-SNA-4018-1.1-1,4,"Conceptualise ideas and  develop business model  prototypes and incubation  plans for new products,   and create plans to bring the products to market and  enhance its performance","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1178,259
FSE-SNA-5018-1.1-1,5,"Anticipate future industry trends, and define product incubation strategies and business models ","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1178,260
FSE-SNA-6018-1.1-1,6,Re-define thinking and  inspire the conceptualisation of new and innovative products that create  significant industry impact ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1178,261
FSE-PMN-3023-1.1,3,Support the generation and execution of product marketing ideas while complying to branding and marketing communications guidelines ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1179,262
FSE-PMN-4023-1.1,4,Develop and oversee implementation of product marketing campaigns in order to assess its effectiveness and its alignment with desired brand and positioning ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1179,263
FSE-PMN-5023-1.1,5,Prioritise product marketing strategies and opportunities and define marketing Key Performance Indicators (KPIs) that are aligned with organisational direction and branding ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1179,264
FSE-PMN-3016-1.1-1,3,Analyse data to determine effectiveness of financial products and financial risks to implement performance improvement initiatives to enable meeting of goals ,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1180,265
FSE-PMN-4016-1.1-1,4,Resolve financial product performance issues and financial risk management activities to ensure desired outcomes are achieved,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1180,266
FSE-PMN-5016-1.1-1,5,"Drive performance management evaluation metrics, performance outcomes and corrective actions for financial products","Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1180,267
FSE-PMN-6016-1.1-1,6,Establish organisational guidelines for financial products performance management systems in line with organisational mission and objectives,"Types of Financial Services products may include but are not limited to:
- Alternatives
- Derivatives
- Equity
- Fixed Income
- Private Equity
- Foreign Exchange
- Futures and Forwards
- Trust products
- Wealth Management products
- Retail Banking products
- Private Banking products
- Corporate Banking products
- Insurance products
- Asset Management products
- Financial and Capital Markets products
",1180,268
FSS-FRC-1004-1.1,1,"Follow food safety and hygiene procedures and policies, maintain the cleanliness and upkeep of premises","Food safety and hygiene inspection may include but are not limited to:
- Good personal hygiene practices
- Safe usage of ingredients 
- Safe handling of food 
- Safe storage of food 
- Cleanliness of equipment and premises
 
- Work areas may include but are not limited to:
- Receiving area
- Food storage area
- Preparation area
- Cooking area
- Production area
- Packing area
- Delivery area
 
- Pre-Requisite Programs may include but are not limited to:
- Premises, facilities and equipment
- Maintenance and calibration
- Cleaning and sanitation
- Waste management
- Pest control methods
- Storage, distribution and transport (including temperature control)
- Personal hygiene
- Food allergens
- Training
 
- Concepts and requirements of Singapore’s HACCP standards may include but are not limited to: 
- SS444:2018
- SS590:2013
- SS583:2013
 
- Concepts and requirements of international Food Safety Management System standards may include but are not limited to:
- ISO22000:2018
- FSSC 22000
 
- Key components of audit reports may include but are not limited to:
- Types of food safety, quality and regulatory compliance
- Types of non-conformance issue or lapse
- Types of corrective action to manage issues, improve processes and ensure food safety, quality and regulatory compliance
",1320,269
FSS-FBS-2002-1.1,2,Prepare and present Asian cold dishes and desserts based on organisation’s standard menus and recipes,"Asian cold dishes and desserts may include but are not limited to:
- Chinese desserts such as agar-agar, mango pudding, almond jelly, almond tofu, honeydew sago, chendol, bubor chacha
- Chinese cold appetisers such as seafood roll and lobster salad with mixed fruits
- Malay desserts such as cendol and ais kacang
- Indian desserts such as kesari and payasam
- Asian cold dishes and desserts preparation techniques may include but are not limited to:
- Cook and chill
- Chilling",1325,270
ICT-DIT-2015-1.1,2,"Draft simple test scenarios, and perform software testing procedures, highlighting bugs or glitches affecting performance","Types of testing may include but are not limited to:
- Unit Testing
- Integration Testing
- System Testing
- Acceptance Testing",1713,271
FSS-FRC-2004-1.1,2,"Refresher training on food safety and hygiene procedures and policies, maintain the cleanliness and upkeep of premises. Conduct food safety and hygiene checks on personal hygiene practices, usage of safe ingredients, safe handling of food, food storage, equipment and cleanliness of selected work area.","Food safety and hygiene inspection may include but are not limited to:
- Good personal hygiene practices
- Safe usage of ingredients 
- Safe handling of food 
- Safe storage of food 
- Cleanliness of equipment and premises
 
- Work areas may include but are not limited to:
- Receiving area
- Food storage area
- Preparation area
- Cooking area
- Production area
- Packing area
- Delivery area
 
- Pre-Requisite Programs may include but are not limited to:
- Premises, facilities and equipment
- Maintenance and calibration
- Cleaning and sanitation
- Waste management
- Pest control methods
- Storage, distribution and transport (including temperature control)
- Personal hygiene
- Food allergens
- Training
 
- Concepts and requirements of Singapore’s HACCP standards may include but are not limited to: 
- SS444:2018
- SS590:2013
- SS583:2013
 
- Concepts and requirements of international Food Safety Management System standards may include but are not limited to:
- ISO22000:2018
- FSSC 22000
 
- Key components of audit reports may include but are not limited to:
- Types of food safety, quality and regulatory compliance
- Types of non-conformance issue or lapse
- Types of corrective action to manage issues, improve processes and ensure food safety, quality and regulatory compliance
",1320,272
FSS-FRC-3004-1.1,3,"Conduct food safety and hygiene checks on personal hygiene practices, usage of safe ingredients, safe handling of food, food storage, equipment and cleanliness of entire premises. Understand concepts and principles of Pre-Requisite Programs and Hazard Analysis and Critical Control Point (HACCP) system. Implement food safety and hygiene inspection policies and procedures, manage and address non-conformance issues.","Food safety and hygiene inspection may include but are not limited to:
- Good personal hygiene practices
- Safe usage of ingredients 
- Safe handling of food 
- Safe storage of food 
- Cleanliness of equipment and premises
 
- Work areas may include but are not limited to:
- Receiving area
- Food storage area
- Preparation area
- Cooking area
- Production area
- Packing area
- Delivery area
 
- Pre-Requisite Programs may include but are not limited to:
- Premises, facilities and equipment
- Maintenance and calibration
- Cleaning and sanitation
- Waste management
- Pest control methods
- Storage, distribution and transport (including temperature control)
- Personal hygiene
- Food allergens
- Training
 
- Concepts and requirements of Singapore’s HACCP standards may include but are not limited to: 
- SS444:2018
- SS590:2013
- SS583:2013
 
- Concepts and requirements of international Food Safety Management System standards may include but are not limited to:
- ISO22000:2018
- FSSC 22000
 
- Key components of audit reports may include but are not limited to:
- Types of food safety, quality and regulatory compliance
- Types of non-conformance issue or lapse
- Types of corrective action to manage issues, improve processes and ensure food safety, quality and regulatory compliance
",1320,273
FSS-FRC-4004-1.1,4,Develop and implement HACCP based Food Safety Management System according to HACCP principles. Carry out internal audit to ensure food safety programmes are compliant with local and international standards for HACCP/FSMS and applicable SFA Regulations. Manage and address non-compliance issues based on Food Safety Management System policies and procedures.,"Food safety and hygiene inspection may include but are not limited to:
- Good personal hygiene practices
- Safe usage of ingredients 
- Safe handling of food 
- Safe storage of food 
- Cleanliness of equipment and premises
 
- Work areas may include but are not limited to:
- Receiving area
- Food storage area
- Preparation area
- Cooking area
- Production area
- Packing area
- Delivery area
 
- Pre-Requisite Programs may include but are not limited to:
- Premises, facilities and equipment
- Maintenance and calibration
- Cleaning and sanitation
- Waste management
- Pest control methods
- Storage, distribution and transport (including temperature control)
- Personal hygiene
- Food allergens
- Training
 
- Concepts and requirements of Singapore’s HACCP standards may include but are not limited to: 
- SS444:2018
- SS590:2013
- SS583:2013
 
- Concepts and requirements of international Food Safety Management System standards may include but are not limited to:
- ISO22000:2018
- FSSC 22000
 
- Key components of audit reports may include but are not limited to:
- Types of food safety, quality and regulatory compliance
- Types of non-conformance issue or lapse
- Types of corrective action to manage issues, improve processes and ensure food safety, quality and regulatory compliance
",1320,274
FSS-FRC-5004-1.1,5,"Lead audits of Food Safety Management Systems and relate audit findings to the policy and objectives of the organisation, including applicable regulations","Food safety and hygiene inspection may include but are not limited to:
- Good personal hygiene practices
- Safe usage of ingredients 
- Safe handling of food 
- Safe storage of food 
- Cleanliness of equipment and premises
 
- Work areas may include but are not limited to:
- Receiving area
- Food storage area
- Preparation area
- Cooking area
- Production area
- Packing area
- Delivery area
 
- Pre-Requisite Programs may include but are not limited to:
- Premises, facilities and equipment
- Maintenance and calibration
- Cleaning and sanitation
- Waste management
- Pest control methods
- Storage, distribution and transport (including temperature control)
- Personal hygiene
- Food allergens
- Training
 
- Concepts and requirements of Singapore’s HACCP standards may include but are not limited to: 
- SS444:2018
- SS590:2013
- SS583:2013
 
- Concepts and requirements of international Food Safety Management System standards may include but are not limited to:
- ISO22000:2018
- FSSC 22000
 
- Key components of audit reports may include but are not limited to:
- Types of food safety, quality and regulatory compliance
- Types of non-conformance issue or lapse
- Types of corrective action to manage issues, improve processes and ensure food safety, quality and regulatory compliance
",1320,275
FSS-FBS-1002-1.1,1,"Demonstrate understanding of the tools and equipment, ingredients and techniques involved in the preparation of Asian cold dishes and desserts","Asian cold dishes and desserts may include but are not limited to:
- Chinese desserts such as agar-agar, mango pudding, almond jelly, almond tofu, honeydew sago, chendol, bubor chacha
- Chinese cold appetisers such as seafood roll and lobster salad with mixed fruits
- Malay desserts such as cendol and ais kacang
- Indian desserts such as kesari and payasam
- Asian cold dishes and desserts preparation techniques may include but are not limited to:
- Cook and chill
- Chilling",1325,276
ICT-DIT-3015-1.1,3,"Design test scenarios and implement new or complex tests, investigating issues or gaps between actual and expected results","Types of testing may include but are not limited to:
- Unit Testing
- Integration Testing
- System Testing
- Acceptance Testing",1713,277
FSS-FBS-1003-1.1,1,Prepare ingredients and parts of Asian cuisine dishes with different types of flavouring techniques and equipment,"Asian Cuisine dishes may include but are not limited to:
- Singapore Heritage 
- Peranakan 
- Japanese 
- Thai 

Asian cuisine cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 
- Sous vide
- Roasting
- Baking 
- Broiling and grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 
- Standard Asian Cuisine dishes may include but are not limited to:
- Udang Goreng Assam
- Laksa
- Agemono
- Pad Thai

 Complex Asian Cuisine dishes may include but are not limited to:
- Chilli crab
- Peranakan Ayam Buah Keluak
- Teppanyaki
- Ranchuan Curry
- Suitability of colours, heights, shapes and textures of Asian cuisine dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1326,278
FSS-FBS-2003-1.1,2,Prepare standard Asian cuisine dishes with menu-based presentations,"Asian Cuisine dishes may include but are not limited to:
- Singapore Heritage 
- Peranakan 
- Japanese 
- Thai 

Asian cuisine cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 
- Sous vide
- Roasting
- Baking 
- Broiling and grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

 Standard Asian Cuisine dishes may include but are not limited to:
- Udang Goreng Assam
- Laksa
- Agemono
- Pad Thai
- 
- Complex Asian Cuisine dishes may include but are not limited to:
- Chilli crab
- Peranakan Ayam Buah Keluak
- Teppanyaki
- Ranchuan Curry
- 
- Suitability of colours, heights, shapes and textures of Asian cuisine dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1326,279
FSS-FBS-3003-1.1,3,Prepare complex Asian cuisine dishes using a combination of cooking techniques with fine-plated presentations,"Asian Cuisine dishes may include but are not limited to:
- Singapore Heritage 
- Peranakan 
- Japanese 
- Thai 

Asian cuisine cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 
- Sous vide
- Roasting
- Baking 
- Broiling and grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 
  
 Standard Asian Cuisine dishes may include but are not limited to:
- Udang Goreng Assam
- Laksa
- Agemono
- Pad Thai
 
Complex Asian Cuisine dishes may include but are not limited to:
- Chilli crab
- Peranakan Ayam Buah Keluak
- Teppanyaki
- Ranchuan Curry
- Suitability of colours, heights, shapes and textures of Asian cuisine dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1326,280
FSS-FBS-1004-1.1,1,"Demonstrate understanding of the tools and equipment, ingredients and techniques involved in the baking process of bread products","Bread preparation techniques may include but are not limited to:
- Dough mixing
- Dough kneading
- Dough rising
- Dough knocking back
- Dough shaping
- Dough proofing
- Dough baking and cooling
- Dough par bake

Basic level of bread products may include but are not limited to:
- Baguette
- Ciabatta
- Asian-style breads
- Sandwich breads
- Bread rolls

 Advanced level of bread products may include but are not limited to:
- Café-style breads
- Artisan and decorative breads
- Sourdough breads",1327,281
FSS-FBS-2004-1.1,2,Perform the baking of basic level of standard breads,"Bread preparation techniques may include but are not limited to:
- Dough mixing
- Dough kneading
- Dough rising
- Dough knocking back
- Dough shaping
- Dough proofing
- Dough baking and cooling
- Dough par bake

Basic level of bread products may include but are not limited to:
- Baguette
- Ciabatta
- Asian-style breads
- Sandwich breads
- Bread rolls
 
Advanced level of bread products may include but are not limited to:
- Café-style breads
- Artisan and decorative breads
- Sourdough breads",1327,282
FSS-FBS-3004-1.1,3,Direct the preparation of advanced level of breads that require a certain level of attention to details and complexity in techniques involved in the baking process,"Bread preparation techniques may include but are not limited to:
- Dough mixing
- Dough kneading
- Dough rising
- Dough knocking back
- Dough shaping
- Dough proofing
- Dough baking and cooling
- Dough par bake

Basic level of bread products may include but are not limited to:
- Baguette
- Ciabatta
- Asian-style breads
- Sandwich breads
- Bread rolls 
- Advanced level of bread products may include but are not limited to:
- Café-style breads
- Artisan and decorative breads
- Sourdough breads",1327,283
FSS-FBS-1005-1.1,1,Prepare ingredients and parts of Chinese dry heat dishes with different types of flavouring techniques and equipment,"Chinese dry-heat cooking techniques may include but are not limited to:
- Roasting 
- Baking 
- Broiling and Grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

- Standard Chinese dry-heat dishes may include but are not limited to:
- Chow Mein
- Kung pao chicken
- Beef chow fun
 
Complex Chinese dry-heat dishes may include but are not limited to:
- Dim sum 
- Twice-cooked pork 
- Suitability of colours, heights, shapes and textures of Chinese dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1328,284
FSS-FBS-2005-1.1,2,Prepare standard Chinese dry-heat dishes with menu-based presentations,"Chinese dry-heat cooking techniques may include but are not limited to:
- Roasting 
- Baking 
- Broiling and Grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

Standard Chinese dry-heat dishes may include but are not limited to:
- Chow Mein
- Kung pao chicken
- Beef chow fun
 
Complex Chinese dry-heat dishes may include but are not limited to:
- Dim sum 
- Twice-cooked pork 
- Suitability of colours, heights, shapes and textures of Chinese dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1328,285
FSS-FBS-3005-1.1,3,Prepare complex Chinese dry-heat dishes using a combination of dry-heat cooking techniques with fine-plated presentations,"Chinese dry-heat cooking techniques may include but are not limited to:
- Roasting 
- Baking 
- Broiling and Grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

Standard Chinese dry-heat dishes may include but are not limited to:
- Chow Mein
- Kung pao chicken
- Beef chow fun
 
Complex Chinese dry-heat dishes may include but are not limited to:
- Dim sum 
- Twice-cooked pork 
- Suitability of colours, heights, shapes and textures of Chinese dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1328,286
FSS-FBS-1006-1.1,1,Prepare ingredients and parts of Chinese moist-heat dishes with different types of flavouring techniques and equipment,"Chinese moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing

Standard Chinese moist-heat dishes may include but are not limited to:
- Wonton noodles
- Braised pork
- Teochew porridge
 
Complex Chinese moist-heat dishes may include but are not limited to:
- Dim sum
- Braised abalone
- Sharks’ fin soup 
- Suitability of colours, heights, shapes and textures of Chinese moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1329,287
FSS-FBS-2006-1.1,2,Prepare standard Chinese moist-heat dishes with menu-based presentations,"Chinese moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing

Standard Chinese moist-heat dishes may include but are not limited to:
- Wonton noodles
- Braised pork
- Teochew porridge
 
Complex Chinese moist-heat dishes may include but are not limited to:
- Dim sum
- Braised abalone
- Sharks’ fin soup 
- Suitability of colours, heights, shapes and textures of Chinese moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1329,288
FSS-FBS-3006-1.1,3,Prepare complex Chinese moist-heat dishes using a combination of moist-heat cooking techniques with fine-plated presentations,"Chinese moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing

Standard Chinese moist-heat dishes may include but are not limited to:
- Wonton noodles
- Braised pork
- Teochew porridge
 
Complex Chinese moist-heat dishes may include but are not limited to:
- Dim sum
- Braised abalone
- Sharks’ fin soup 
- Suitability of colours, heights, shapes and textures of Chinese moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1329,289
FSS-FBS-1011-1.1,1,Prepare ingredients and parts of Indian dry-heat dishes with different types of flavouring techniques and equipment,"Indian dry-heat cooking techniques may include but are not limited to:
- Roasting 
- Baking 
- Broiling and Grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

Standard Indian dry-heat dishes may include but are not limited to:
- Dosai
- Chapati
- Paneer Tikka 

Complex Indian dry-heat dishes may include but are not limited to:
- Tandoori naans and meat
- Stir-fried Mysore mutton 
- Suitability of colours, heights, shapes and textures of Indian dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1335,290
FSS-FBS-2011-1.1,2,Prepare standard Indian dry-heat dishes with menu-based presentations,"Indian dry-heat cooking techniques may include but are not limited to:
- Roasting 
- Baking 
- Broiling and Grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

Standard Indian dry-heat dishes may include but are not limited to:
- Dosai
- Chapati
- Paneer Tikka 

Complex Indian dry-heat dishes may include but are not limited to:
- Tandoori naans and meat
- Stir-fried Mysore mutton 
- Suitability of colours, heights, shapes and textures of Indian dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1335,291
