TSC Title,Proficiency Level,jobid,jtid,TSC Key ID
Policy Implementation and Revision,4,372,15559,1198
Product Design and Development,5,372,15560,1177
Financial Statements Review,4,275,15561,1149
Stakeholder Management,4,372,15562,1118
User Experience Design,4,372,15563,1119
Data Analytics and Computational Modelling,3,1190,15564,1122
Data Collection and Analysis,3,1190,15565,1123
Data Governance,3,1190,15566,1124
Data Mining and Modelling,3,1190,15567,1125
Data Storytelling and Visualisation,3,1190,15568,1126
Emerging Technology Synthesis,3,1190,15569,1127
Ethical Culture,3,1190,15570,1099
Programming and Coding,3,1190,15571,1129
Project Management,3,1190,15572,1102
Stakeholder Management,3,1190,15573,1118
Data Analytics and Computational Modelling,3,1245,15574,1122
Data Collection and Analysis,3,1245,15575,1123
Emerging Technology Synthesis,3,1245,15576,1127
Ethical Culture,3,1245,15577,1099
Programming and Coding,3,1245,15578,1129
Software Configuration,3,1245,15579,1130
Data Analytics and Computational Modelling,4,338,15580,1122
Data Collection and Analysis,4,338,15581,1123
Data Governance,4,338,15582,1124
Data Mining and Modelling,4,338,15583,1125
Data Storytelling and Visualisation,4,338,15584,1126
Emerging Technology Synthesis,4,338,15585,1127
Ethical Culture,4,338,15586,1099
People Performance Management,4,338,15587,1170
Programming and Coding,4,338,15588,1129
Project Management,4,338,15589,1102
Software Configuration,4,338,15590,1130
Stakeholder Management,4,338,15591,1118
Benchmarking,3,70,15592,1087
Business Environment Analysis,4,70,15593,1137
Business Needs Analysis,3,70,15594,1088
Business Planning,4,70,15595,1092
Change Management,4,70,15596,1095
Continuous Improvement Management,4,70,15597,1096
Data Collection and Analysis,4,70,15598,1123
Emerging Technology Synthesis,4,70,15599,1127
Ethical Culture,3,70,15600,1099
Market Research and Analysis,3,70,15601,1155
Product Design and Development,4,70,15602,1177
Project Management,4,70,15603,1102
Standard Operating Procedures Development,3,70,15604,1104
Technology Application,3,70,15605,1131
User Experience Design,3,70,15606,1119
Benchmarking,4,1615,15607,1087
Business Environment Analysis,5,1615,15608,1137
Business Needs Analysis,4,1615,15609,1088
Business Planning,5,1615,15610,1092
Change Management,5,1615,15611,1095
Continuous Improvement Management,5,1615,15612,1096
Data Collection and Analysis,5,1615,15613,1123
Emerging Technology Synthesis,5,1615,15614,1127
Ethical Culture,4,1615,15615,1099
Information Technology Application Support and Monitoring,4,1615,15616,1128
Market Research and Analysis,4,1615,15617,1155
People Performance Management,4,1615,15618,1170
Product Design and Development,5,1615,15619,1177
Project Management,5,1615,15620,1102
Quality Assurance,4,1615,15621,1181
Scenario Planning and Analysis,4,1615,15622,1207
Quality Assurance,3,275,15623,1181
Standard Operating Procedures Development,4,1615,15624,1104
Technology Application,4,1615,15625,1131
User Experience Design,4,1615,15626,1119
Continuous Improvement Management,6,305,15627,1096
Customer Behaviour Analysis,5,305,15628,1110
Customer Experience Management,5,305,15629,1111
Data Collection and Analysis,5,305,15630,1123
Ethical Culture,5,305,15631,1099
People Performance Management,5,305,15632,1170
Policy Implementation and Revision,5,305,15633,1198
Product Design and Development,6,305,15634,1177
Stakeholder Management,5,305,15635,1118
User Experience Design,5,305,15636,1119
Continuous Improvement Management,5,1594,15637,1096
Data Analytics and Computational Modelling,5,1594,15638,1122
Data Collection and Analysis,5,1594,15639,1123
Data Governance,5,1594,15640,1124
Data Storytelling and Visualisation,5,1594,15641,1126
Emerging Technology Synthesis,5,1594,15642,1127
Ethical Culture,5,1594,15643,1099
People Performance Management,5,1594,15644,1170
Project Management,5,1594,15645,1102
Software Configuration,5,1594,15646,1130
Stakeholder Management,5,1594,15647,1118
Benchmarking,5,1272,15648,1087
Business Environment Analysis,6,1272,15649,1137
Business Needs Analysis,5,1272,15650,1088
Business Planning,6,1272,15651,1092
Change Management,6,1272,15652,1095
Continuous Improvement Management,6,1272,15653,1096
Data Collection and Analysis,6,1272,15654,1123
Emerging Technology Synthesis,6,1272,15655,1127
Ethical Culture,5,1272,15656,1099
Information Technology Application Support and Monitoring,5,1272,15657,1128
Market Research and Analysis,5,1272,15658,1155
People Performance Management,5,1272,15659,1170
Product Design and Development,6,1272,15660,1177
Product Performance Management,6,1272,15661,1180
Project Management,6,1272,15662,1102
Quality Assurance,5,1272,15663,1181
Scenario Planning and Analysis,5,1272,15664,1207
Standard Operating Procedures Development,5,1272,15665,1104
Technology Application,5,1272,15666,1131
User Experience Design,5,1272,15667,1119
Benchmarking,5,151,15668,1087
Business Environment Analysis,5,151,15669,1137
Business Opportunities Development,5,151,15670,1090
Business Performance Management,5,151,15671,1091
Business Process Re-engineering,5,151,15672,1093
Business Requirements Mapping,5,151,15673,1094
Change Management,5,151,15674,1095
Continuous Improvement Management,6,151,15675,1096
Contract and Vendor Management,5,151,15676,1171
Data Analytics and Computational Modelling,5,151,15677,1122
Data Mining and Modelling,5,151,15678,1125
Disruption Management,6,151,15679,1098
Emerging Technology Synthesis,5,151,15680,1127
Ethical Culture,5,151,15681,1099
Information Technology Application Support and Monitoring,5,151,15682,1128
Innovation Management,6,151,15683,1100
Learning and Development,6,151,15684,1169
Mergers and Acquisitions Management,5,151,15685,1101
Networking,5,151,15686,1114
People Performance Management,5,151,15687,1170
Product Design and Development,5,151,15688,1177
Product Management,6,151,15689,1178
Project Management,5,151,15690,1102
Technology Application,5,151,15691,1131
Business Environment Analysis,3,1191,15692,1137
Business Opportunities Development,3,1191,15693,1090
Business Performance Management,3,1191,15694,1091
Business Process Re-engineering,3,1191,15695,1093
Change Management,3,1191,15696,1095
Continuous Improvement Management,4,1191,15697,1096
Disruption Management,4,1191,15698,1098
Emerging Technology Synthesis,3,1191,15699,1127
Ethical Culture,3,1191,15700,1099
Innovation Management,4,1191,15701,1100
Learning and Development,4,1191,15702,1169
Mergers and Acquisitions Management,3,1191,15703,1101
Product Management,4,1191,15704,1178
Project Management,3,1191,15705,1102
Benchmarking,4,1061,15706,1087
Business Environment Analysis,4,1061,15707,1137
Business Opportunities Development,4,1061,15708,1090
Business Performance Management,4,1061,15709,1091
Business Process Re-engineering,4,1061,15710,1093
Business Requirements Mapping,4,1061,15711,1094
Change Management,4,1061,15712,1095
Continuous Improvement Management,5,1061,15713,1096
Contract and Vendor Management,4,1061,15714,1171
Data Analytics and Computational Modelling,4,1061,15715,1122
Data Mining and Modelling,4,1061,15716,1125
Disruption Management,5,1061,15717,1098
Emerging Technology Synthesis,4,1061,15718,1127
Ethical Culture,4,1061,15719,1099
Information Technology Application Support and Monitoring,4,1061,15720,1128
Innovation Management,5,1061,15721,1100
Learning and Development,5,1061,15722,1169
Mergers and Acquisitions Management,4,1061,15723,1101
Networking,4,1061,15724,1114
People Performance Management,4,1061,15725,1170
Product Design and Development,4,1061,15726,1177
Product Management,5,1061,15727,1178
Project Management,4,1061,15728,1102
Technology Application,4,1061,15729,1131
Business Planning,3,275,15730,1092
Business Requirements Mapping,3,275,15731,1094
Collateral Management,3,275,15732,1142
Customer Acceptance Checking and Onboarding,3,275,15733,1193
Data Collection and Analysis,3,275,15734,1123
Data Governance,3,275,15735,1124
Ethical Culture,3,275,15736,1099
Regulatory Compliance,3,275,15737,1200
Standard Operating Procedures Development,3,275,15738,1104
Technology Application,3,275,15739,1131
Budgeting,4,1431,15740,1136
Business Planning,4,1431,15741,1092
Business Requirements Mapping,4,1431,15742,1094
Collateral Management,4,1431,15743,1142
Continuous Improvement Management,4,1431,15744,1096
Customer Acceptance Checking and Onboarding,3,1431,15745,1193
Data Collection and Analysis,4,1431,15746,1123
Data Governance,4,1431,15747,1124
Ethical Culture,4,1431,15748,1099
Financial Statements Review,5,1431,15749,1149
People Performance Management,4,1431,15750,1170
Quality Assurance,4,1431,15751,1181
Regulatory Compliance,3,1431,15752,1200
Risk Management,3,1431,15753,1205
Standard Operating Procedures Development,4,1431,15754,1104
Technology Application,4,1431,15755,1131
Business Negotiation,3,1349,15756,1089
Continuous Improvement Management,3,1349,15757,1096
Contract and Vendor Management,3,1349,15758,1171
Corporate Governance,4,1349,15759,1190
Customer Experience Management,3,1349,15760,1111
Data Collection and Analysis,3,1349,15761,1123
Data Governance,3,1349,15762,1124
Ethical Culture,3,1349,15763,1099
Fraud Risk Management,3,1349,15764,1194
Insurance Claims Handling,3,1349,15765,1152
Regulatory Compliance,3,1349,15766,1200
Stakeholder Management,3,1349,15767,1118
Business Environment Analysis,4,248,15768,1137
Business Negotiation,4,248,15769,1089
Business Process Re-engineering,4,248,15770,1093
Business Requirements Mapping,4,248,15771,1094
Change Management,4,248,15772,1095
Continuous Improvement Management,4,248,15773,1096
Contract and Vendor Management,4,248,15774,1171
Corporate Governance,4,248,15775,1190
Customer Experience Management,4,248,15776,1111
Data Collection and Analysis,4,248,15777,1123
Data Governance,4,248,15778,1124
Emerging Technology Synthesis,4,248,15779,1127
Ethical Culture,4,248,15780,1099
Fraud Risk Management,4,248,15781,1194
Insurance Claims Handling,4,248,15782,1152
People Performance Management,4,248,15783,1170
Regulatory Compliance,4,248,15784,1200
Risk Management,4,248,15785,1205
Stakeholder Management,4,248,15786,1118
Asset and Liability Management,4,1087,15787,1186
Attribution Analysis,4,1087,15788,1132
Behavioural Finance,4,1087,15789,1133
Benchmarking,4,1087,15790,1087
Business Process Re-engineering,4,1087,15791,1093
Capital Expenditure and Investment Evaluation,4,1087,15792,1138
Continuous Improvement Management,4,1087,15793,1096
Data Collection and Analysis,4,1087,15794,1123
Data Governance,4,1087,15795,1124
Disruption Management,5,1087,15796,1098
Ethical Culture,4,1087,15797,1099
Financial Modelling,4,1087,15798,1148
People Performance Management,4,1087,15799,1170
Portfolio and Investment Risk Management,4,1087,15800,1199
Regulatory Compliance,4,1087,15801,1200
Regulatory Risk Assessment,4,1087,15802,1201
Business Performance Management,3,1332,15803,1091
Business Planning,3,1332,15804,1092
Collateral Management,3,1332,15805,1142
Continuous Improvement Management,4,1332,15806,1096
Data Collection and Analysis,3,1332,15807,1123
Data Governance,3,1332,15808,1124
Ethical Culture,3,1332,15809,1099
Financial Statements Review,4,1332,15810,1149
Financial Transactions,2,1332,15811,1150
Policy Implementation and Revision,3,1332,15812,1198
Regulatory Compliance,3,1332,15813,1200
Risk Management,3,1332,15814,1205
Stakeholder Management,3,1332,15815,1118
Standard Operating Procedures Development,3,1332,15816,1104
Budgeting,4,200,15817,1136
Business Performance Management,4,200,15818,1091
Business Planning,4,200,15819,1092
Collateral Management,4,200,15820,1142
Continuous Improvement Management,5,200,15821,1096
Credit Risk Management,3,200,15822,1192
Data Collection and Analysis,4,200,15823,1123
Data Governance,4,200,15824,1124
Ethical Culture,4,200,15825,1099
Financial Statements Review,5,200,15826,1149
Financial Transactions,3,200,15827,1150
People Performance Management,4,200,15828,1170
Policy Implementation and Revision,4,200,15829,1198
Regulatory Compliance,3,200,15830,1200
Risk Management,4,200,15831,1205
Stakeholder Management,4,200,15832,1118
Standard Operating Procedures Development,4,200,15833,1104
Business Environment Analysis,5,401,15834,1137
Business Negotiation,5,401,15835,1089
Business Process Re-engineering,5,401,15836,1093
Business Requirements Mapping,5,401,15837,1094
Change Management,5,401,15838,1095
Continuous Improvement Management,5,401,15839,1096
Contract and Vendor Management,5,401,15840,1171
Corporate Governance,5,401,15841,1190
Customer Experience Management,5,401,15842,1111
Data Collection and Analysis,4,401,15843,1123
Data Governance,5,401,15844,1124
Emerging Technology Synthesis,5,401,15845,1127
Ethical Culture,5,401,15846,1099
Fraud Risk Management,5,401,15847,1194
Insurance Claims Handling,5,401,15848,1152
People Performance Management,5,401,15849,1170
Risk Management,5,401,15850,1205
Stakeholder Management,5,401,15851,1118
Asset and Liability Management,5,1436,15852,1186
Attribution Analysis,5,1436,15853,1132
Behavioural Finance,5,1436,15854,1133
Benchmarking,5,1436,15855,1087
Business Process Re-engineering,5,1436,15856,1093
Capital Expenditure and Investment Evaluation,5,1436,15857,1138
Continuous Improvement Management,5,1436,15858,1096
Data Collection and Analysis,5,1436,15859,1123
Data Governance,5,1436,15860,1124
Disruption Management,6,1436,15861,1098
Ethical Culture,5,1436,15862,1099
Financial Modelling,5,1436,15863,1148
People Performance Management,5,1436,15864,1170
Portfolio and Investment Risk Management,5,1436,15865,1199
Regulatory Compliance,5,1436,15866,1200
Regulatory Risk Assessment,5,1436,15867,1201
Compliance Mindset Development,5,1022,15868,1189
Continuous Improvement Management,5,1022,15869,1096
Corporate and Business Law Application,5,1022,15870,1191
Customer Acceptance Checking and Onboarding,4,1022,15871,1193
Data Governance,5,1022,15872,1124
Ethical Culture,5,1022,15873,1099
People Performance Management,5,1022,15874,1170
Policy Implementation and Revision,5,1022,15875,1198
Regulatory Compliance,5,1022,15876,1200
Regulatory Risk Assessment,5,1022,15877,1201
Regulatory and Legal Advisory,5,1022,15878,1202
Risk Analytics,5,1022,15879,1203
Service Challenges,5,1022,15880,1117
Stakeholder Management,5,1022,15881,1118
Budgeting,5,1617,15882,1136
Business Performance Management,5,1617,15883,1091
Business Planning,5,1617,15884,1092
Business Process Re-engineering,5,1617,15885,1093
Change Management,5,1617,15886,1095
Collateral Management,5,1617,15887,1142
Continuous Improvement Management,5,1617,15888,1096
Contract and Vendor Management,5,1617,15889,1171
Data Governance,5,1617,15890,1124
Emerging Technology Synthesis,5,1617,15891,1127
Ethical Culture,5,1617,15892,1099
Operational Risk Management,4,1617,15893,1197
People Performance Management,5,1617,15894,1170
Policy Implementation and Revision,5,1617,15895,1198
Quality Assurance,5,1617,15896,1181
Regulatory Compliance,4,1617,15897,1200
Risk Management,4,1617,15898,1205
Stakeholder Management,5,1617,15899,1118
Standard Operating Procedures Development,5,1617,15900,1104
Strategy Planning,5,1617,15901,1105
Technology Application,4,1617,15902,1131
Trade Finance Management,5,1617,15903,1162
"Trade Processing, Fund Settlement and Treasury Transaction Processing",5,1617,15904,1163
Business Continuity Planning,5,814,15905,1187
Business Risk Assessment,5,814,15906,1188
Data Analytics and Computational Modelling,5,814,15907,1122
Data Governance,5,814,15908,1124
Disruption Management,6,814,15909,1098
Ethical Culture,5,814,15910,1099
Fraud Risk Management,5,814,15911,1194
Monitoring and Surveillance,5,814,15912,1196
Operational Risk Management,5,814,15913,1197
People Performance Management,5,814,15914,1170
Regulatory Compliance,5,814,15915,1200
Regulatory Risk Assessment,5,814,15916,1201
Regulatory and Legal Advisory,5,814,15917,1202
Risk Appetite and Goals Setting,5,814,15918,1204
Risk Management,5,814,15919,1205
Security Governance,4,814,15920,1208
Business Environment Analysis,5,978,15921,1137
Business Negotiation,5,978,15922,1089
Business Performance Management,4,978,15923,1091
Continuous Improvement Management,5,978,15924,1096
Contract and Vendor Management,5,978,15925,1171
Credit Risk Management,5,978,15926,1192
Customer Experience Management,5,978,15927,1111
Ethical Culture,5,978,15928,1099
Fraud Risk Management,4,978,15929,1194
People Performance Management,5,978,15930,1170
Policy Implementation and Revision,5,978,15931,1198
Quality Assurance,5,978,15932,1181
Regulatory Compliance,5,978,15933,1200
Underwriting Process,5,978,15934,1184
Underwriting Profitability and Efficiency Management,5,978,15935,1185
Continuous Improvement Management,3,559,15936,1096
Customer Acceptance Checking and Onboarding,2,559,15937,1193
Customer Relationship Management,3,559,15938,1112
Data Governance,3,559,15939,1124
Ethical Culture,3,559,15940,1099
Regulatory Compliance,3,559,15941,1200
Regulatory Risk Assessment,3,559,15942,1201
Service Challenges,3,559,15943,1117
Stakeholder Management,3,559,15944,1118
Compliance Mindset Development,4,580,15945,1189
Continuous Improvement Management,4,580,15946,1096
Corporate and Business Law Application,4,580,15947,1191
Customer Acceptance Checking and Onboarding,3,580,15948,1193
Customer Relationship Management,4,580,15949,1112
Data Governance,4,580,15950,1124
Ethical Culture,4,580,15951,1099
People Performance Management,4,580,15952,1170
Policy Implementation and Revision,4,580,15953,1198
Regulatory Compliance,4,580,15954,1200
Regulatory Risk Assessment,4,580,15955,1201
Regulatory and Legal Advisory,4,580,15956,1202
Risk Analytics,4,580,15957,1203
Service Challenges,4,580,15958,1117
Stakeholder Management,4,580,15959,1118
Business Continuity Planning,3,452,15960,1187
Business Risk Assessment,3,452,15961,1188
Data Analytics and Computational Modelling,3,452,15962,1122
Data Governance,3,452,15963,1124
Disruption Management,4,452,15964,1098
Ethical Culture,3,452,15965,1099
Fraud Risk Management,3,452,15966,1194
Monitoring and Surveillance,3,452,15967,1196
Operational Risk Management,3,452,15968,1197
Regulatory Compliance,3,452,15969,1200
Regulatory Risk Assessment,3,452,15970,1201
Regulatory and Legal Advisory,3,452,15971,1202
Risk Management,3,452,15972,1205
Security Governance,4,452,15973,1208
Business Continuity Planning,4,1017,15974,1187
Business Risk Assessment,4,1017,15975,1188
Data Analytics and Computational Modelling,4,1017,15976,1122
Data Governance,4,1017,15977,1124
Disruption Management,5,1017,15978,1098
Ethical Culture,4,1017,15979,1099
Fraud Risk Management,4,1017,15980,1194
Monitoring and Surveillance,4,1017,15981,1196
Operational Risk Management,4,1017,15982,1197
People Performance Management,4,1017,15983,1170
Regulatory Compliance,4,1017,15984,1200
Regulatory Risk Assessment,4,1017,15985,1201
Regulatory and Legal Advisory,4,1017,15986,1202
Risk Appetite and Goals Setting,4,1017,15987,1204
Risk Management,4,1017,15988,1205
Security Governance,4,1017,15989,1208
Asset and Liability Management,3,1037,15990,1186
Cash Flow Reporting,3,1037,15991,1140
Collateral Management,3,1037,15992,1142
Data Governance,3,1037,15993,1124
Ethical Culture,3,1037,15994,1099
Financial Statements Review,4,1037,15995,1149
Financial Transactions,2,1037,15996,1150
Risk Management,3,1037,15997,1205
Standard Operating Procedures Development,3,1037,15998,1104
Technology Application,3,1037,15999,1131
Trade Finance Management,3,1037,16000,1162
Treasury Management,3,1037,16001,1164
Asset and Liability Management,4,196,16002,1186
Budgeting,4,196,16003,1136
Cash Flow Reporting,4,196,16004,1140
Collateral Management,4,196,16005,1142
Data Governance,4,196,16006,1124
Ethical Culture,4,196,16007,1099
Financial Statements Review,5,196,16008,1149
Financial Transactions,3,196,16009,1150
People Performance Management,4,196,16010,1170
Risk Management,4,196,16011,1205
Standard Operating Procedures Development,4,196,16012,1104
Technology Application,4,196,16013,1131
Trade Finance Management,4,196,16014,1162
Treasury Management,4,196,16015,1164
Asset and Liability Management,3,1213,16016,1186
Business Performance Management,4,1213,16017,1091
Cash Flow Reporting,3,1213,16018,1140
Data Collection and Analysis,3,1213,16019,1123
Data Governance,3,1213,16020,1124
Electronic Trading System Management,3,1213,16021,1145
Ethical Culture,3,1213,16022,1099
Financial Statements Review,4,1213,16023,1149
Financial Transactions,2,1213,16024,1150
Fund Accounting,3,1213,16025,1151
Price Verification and Profit Analysis,3,1213,16026,1158
Trade Finance Management,3,1213,16027,1162
"Trade Processing, Fund Settlement and Treasury Transaction Processing",3,1213,16028,1163
Treasury Management,4,1213,16029,1164
Asset and Liability Management,4,1343,16030,1186
Budgeting,4,1343,16031,1136
Business Performance Management,5,1343,16032,1091
Cash Flow Reporting,4,1343,16033,1140
Data Collection and Analysis,4,1343,16034,1123
Data Governance,4,1343,16035,1124
Electronic Trading System Management,4,1343,16036,1145
Ethical Culture,4,1343,16037,1099
Financial Statements Review,5,1343,16038,1149
Financial Transactions,3,1343,16039,1150
Fund Accounting,4,1343,16040,1151
People Performance Management,4,1343,16041,1170
Price Verification and Profit Analysis,4,1343,16042,1158
Trade Finance Management,4,1343,16043,1162
"Trade Processing, Fund Settlement and Treasury Transaction Processing",4,1343,16044,1163
Treasury Management,5,1343,16045,1164
Business Negotiation,3,1293,16046,1089
Continuous Improvement Management,3,1293,16047,1096
Contract and Vendor Management,3,1293,16048,1171
Credit Assessment,3,1293,16049,1143
Customer Experience Management,3,1293,16050,1111
Data Collection and Analysis,3,1293,16051,1123
Ethical Culture,3,1293,16052,1099
Fraud Risk Management,3,1293,16053,1194
Policy Implementation and Revision,3,1293,16054,1198
Regulatory Compliance,3,1293,16055,1200
Risk Analytics,3,1293,16056,1203
Underwriting Process,3,1293,16057,1184
Underwriting Profitability and Efficiency Management,3,1293,16058,1185
Business Environment Analysis,4,1043,16059,1137
Business Negotiation,4,1043,16060,1089
Business Performance Management,3,1043,16061,1091
Continuous Improvement Management,4,1043,16062,1096
Contract and Vendor Management,4,1043,16063,1171
Credit Assessment,4,1043,16064,1143
Credit Risk Management,4,1043,16065,1192
Customer Experience Management,4,1043,16066,1111
Data Collection and Analysis,4,1043,16067,1123
Ethical Culture,4,1043,16068,1099
Fraud Risk Management,4,1043,16069,1194
People Performance Management,4,1043,16070,1170
Policy Implementation and Revision,4,1043,16071,1198
Quality Assurance,4,1043,16072,1181
Regulatory Compliance,4,1043,16073,1200
Risk Analytics,4,1043,16074,1203
Underwriting Process,4,1043,16075,1184
Underwriting Profitability and Efficiency Management,4,1043,16076,1185
Business Opportunities Development,3,1505,16077,1090
Customer Acceptance Checking and Onboarding,2,1505,16078,1193
Customer Experience Management,3,1505,16079,1111
Customer Relationship Management,3,1505,16080,1112
Ethical Culture,3,1505,16081,1099
Market Specialisation,3,1505,16082,1174
Product Advisory,3,1505,16083,1176
Risk Management,3,1505,16084,1205
Service Challenges,3,1505,16085,1117
Stakeholder Management,3,1505,16086,1118
Wealth Planning Administration,3,1505,16087,1167
Account Management,3,856,16088,1107
Attribution Analysis,3,856,16089,1132
Benchmarking,3,856,16090,1087
Business Environment Analysis,3,856,16091,1137
Client Investment Suitability,3,856,16092,1141
Customer Relationship Management,3,856,16093,1112
Ethical Culture,3,856,16094,1099
Market Profiling,3,856,16095,1113
Market Specialisation,3,856,16096,1174
Networking,3,856,16097,1114
Portfolio and Investment Risk Management,3,856,16098,1199
Proposal Management,3,856,16099,1103
Regulatory Compliance,3,856,16100,1200
Stakeholder Management,4,856,16101,1118
Strategy Planning,4,856,16102,1105
Account Management,4,840,16103,1107
Attribution Analysis,4,840,16104,1132
Business Environment Analysis,4,840,16105,1137
Client Investment Suitability,4,840,16106,1141
Customer Relationship Management,4,840,16107,1112
Data Storytelling and Visualisation,4,840,16108,1126
Ethical Culture,4,840,16109,1099
Market Profiling,4,840,16110,1113
Market Specialisation,4,840,16111,1174
Networking,3,840,16112,1114
People Performance Management,4,840,16113,1170
Portfolio and Investment Risk Management,4,840,16114,1199
Proposal Management,4,840,16115,1103
Regulatory Compliance,4,840,16116,1200
Stakeholder Management,4,840,16117,1118
Strategy Planning,5,840,16118,1105
Benchmarking,3,1250,16119,1087
Business Environment Analysis,4,1250,16120,1137
Business Needs Analysis,3,1250,16121,1088
Data Analytics and Computational Modelling,3,1250,16122,1122
Data Collection and Analysis,3,1250,16123,1123
Ethical Culture,3,1250,16124,1099
Market Research and Analysis,3,1250,16125,1155
Qualitative Analysis,4,1250,16126,1159
Research and Information Synthesis,3,1250,16127,1160
Strategy Planning,4,1250,16128,1105
Technical Analysis,3,1250,16129,1161
Valuation,3,1250,16130,1166
Account Management,5,115,16131,1107
Attribution Analysis,5,115,16132,1132
Behavioural Finance,4,115,16133,1133
Business Environment Analysis,5,115,16134,1137
Change Management,5,115,16135,1095
Client Investment Suitability,4,115,16136,1141
Customer Acquisition Management,4,115,16137,1109
Customer Experience Management,4,115,16138,1111
Customer Relationship Management,5,115,16139,1112
Data Storytelling and Visualisation,5,115,16140,1126
Deal Syndication and Arrangement,4,115,16141,1144
Environment and Social Governance,5,115,16142,1146
Ethical Culture,5,115,16143,1099
Market Research and Analysis,5,115,16144,1155
People Performance Management,5,115,16145,1170
Pricing Strategy,5,115,16146,1175
Product Advisory,5,115,16147,1176
Regulatory Compliance,5,115,16148,1200
Risk Management,4,115,16149,1205
Trading Management,5,115,16150,1083
Business Environment Analysis,5,1278,16151,1137
Business Planning,5,1278,16152,1092
Business Risk Assessment,5,1278,16153,1188
Change Management,5,1278,16154,1095
Continuous Improvement Management,5,1278,16155,1096
Demand and Supply Analysis,5,1278,16156,1172
Emerging Technology Synthesis,5,1278,16157,1127
Ethical Culture,5,1278,16158,1099
Market Profiling,5,1278,16159,1113
Market Research and Analysis,5,1278,16160,1155
People Performance Management,5,1278,16161,1170
Pricing Strategy,5,1278,16162,1175
Product Advisory,5,1278,16163,1176
Product Design and Development,6,1278,16164,1177
Product Management,5,1278,16165,1178
Product Performance Management,5,1278,16166,1180
Quality Assurance,5,1278,16167,1181
Regulatory Compliance,5,1278,16168,1200
Stakeholder Management,5,1278,16169,1118
Strategy Planning,5,1278,16170,1105
Budgeting,4,527,16171,1136
Business Environment Analysis,5,527,16172,1137
Business Risk Assessment,5,527,16173,1188
Customer Behaviour Analysis,5,527,16174,1110
Demand and Supply Analysis,5,527,16175,1172
Digital Marketing,5,527,16176,1173
Ethical Culture,5,527,16177,1099
Innovation Management,5,527,16178,1100
Market Profiling,5,527,16179,1113
Networking,5,527,16180,1114
People Performance Management,5,527,16181,1170
Product Marketing and Branding,5,527,16182,1179
Product Performance Management,5,527,16183,1180
Sales Strategy,5,527,16184,1182
Stakeholder Management,5,527,16185,1118
Strategy Planning,5,527,16186,1105
Business Performance Management,5,1455,16187,1091
Business Requirements Mapping,5,1455,16188,1094
Business Risk Assessment,5,1455,16189,1188
Corporate Governance,5,1455,16190,1190
Data Analytics and Computational Modelling,5,1455,16191,1122
Data Mining and Modelling,5,1455,16192,1125
Ethical Culture,5,1455,16193,1099
Financial Modelling,5,1455,16194,1148
People Performance Management,5,1455,16195,1170
Pricing Strategy,5,1455,16196,1175
Regulatory Compliance,5,1455,16197,1200
Regulatory and Legal Advisory,5,1455,16198,1202
Risk Analytics,5,1455,16199,1203
Stakeholder Management,5,1455,16200,1118
Valuation,5,1455,16201,1166
Account Management,5,247,16202,1107
Business Environment Analysis,5,247,16203,1137
Business Opportunities Development,5,247,16204,1090
Business Risk Assessment,4,247,16205,1188
Customer Acquisition Management,5,247,16206,1109
Customer Behaviour Analysis,5,247,16207,1110
Customer Relationship Management,5,247,16208,1112
Digital Marketing,5,247,16209,1173
Ethical Culture,5,247,16210,1099
Market Profiling,5,247,16211,1113
Market Research and Analysis,5,247,16212,1155
Partnership Management,5,247,16213,1115
People Performance Management,5,247,16214,1170
Product Advisory,5,247,16215,1176
Sales Strategy,4,247,16216,1182
Stakeholder Management,5,247,16217,1118
Benchmarking,5,1261,16218,1087
Business Environment Analysis,6,1261,16219,1137
Business Needs Analysis,5,1261,16220,1088
Data Analytics and Computational Modelling,5,1261,16221,1122
Data Storytelling and Visualisation,4,1261,16222,1126
Ethical Culture,5,1261,16223,1099
Financial Analysis,5,1261,16224,1147
Market Research and Analysis,5,1261,16225,1155
Policy Implementation and Revision,5,1261,16226,1198
Research and Information Synthesis,5,1261,16227,1160
Scenario Planning and Analysis,5,1261,16228,1207
Stakeholder Management,5,1261,16229,1118
Strategy Planning,6,1261,16230,1105
Corporate and Business Law Application,5,1470,16231,1191
Customer Acceptance Checking and Onboarding,3,1470,16232,1193
Customer Experience Management,5,1470,16233,1111
Ethical Culture,5,1470,16234,1099
Market Specialisation,5,1470,16235,1174
People Performance Management,5,1470,16236,1170
Regulatory Compliance,4,1470,16237,1200
Risk Management,4,1470,16238,1205
Service Challenges,5,1470,16239,1117
Stakeholder Management,5,1470,16240,1118
Strategy Planning,6,1470,16241,1105
Trust Structuring,5,1470,16242,1165
Business Environment Analysis,5,450,16243,1137
Business Opportunities Development,5,450,16244,1090
Business Performance Management,5,450,16245,1091
Business Planning,6,450,16246,1092
Change Management,5,450,16247,1095
Ethical Culture,5,450,16248,1099
Market Specialisation,4,450,16249,1174
Networking,5,450,16250,1114
People Performance Management,5,450,16251,1170
Product Advisory,5,450,16252,1176
Risk Management,5,450,16253,1205
Stakeholder Management,5,450,16254,1118
Strategy Planning,6,450,16255,1105
Trust Structuring,5,450,16256,1165
Wealth Planning Administration,5,450,16257,1167
Account Management,3,671,16258,1107
Behavioural Finance,3,671,16259,1133
Business Environment Analysis,3,671,16260,1137
Customer Experience Management,3,671,16261,1111
